timestamp,total
"20180605_2153",1354
"20180605_2154",1415
"20180605_2155",1435
"20180605_2156",1449
"20180605_2157",1385
"20180605_2158",1357
"20180605_2159",1352
"20180605_2200",1408
"20180605_2201",1347
"20180605_2202",1359
"20180605_2203",1457
"20180605_2204",1323
"20180605_2205",1290
"20180605_2206",1267
"20180605_2207",1307
"20180605_2208",1352
"20180605_2209",1323
"20180605_2210",1313
"20180605_2211",1284
"20180605_2212",1218
"20180605_2213",1217
"20180605_2214",1271
"20180605_2215",1283
"20180605_2216",1248
"20180605_2217",1201
"20180605_2218",1224
"20180605_2219",1306
"20180605_2220",1243
"20180605_2221",1193
"20180605_2222",1256
"20180605_2223",1151
"20180605_2224",1187
"20180605_2225",1156
"20180605_2226",1193
"20180605_2227",1183
"20180605_2228",1092
"20180605_2229",1168
"20180605_2230",1109
"20180605_2231",1126
"20180605_2232",1104
"20180605_2233",1124
"20180605_2234",1047
"20180605_2235",1024
"20180605_2236",1060
"20180605_2237",1015
"20180605_2238",1041
"20180605_2239",1025
"20180605_2240",975
"20180605_2241",960
"20180605_2242",1013
"20180605_2243",973
"20180605_2244",962
"20180605_2245",978
"20180605_2246",948
"20180605_2247",899
"20180605_2248",940
"20180605_2249",931
"20180605_2250",909
"20180605_2251",894
"20180605_2252",896
"20180605_2253",814
"20180605_2254",835
"20180605_2255",877
"20180605_2256",816
"20180605_2257",847
"20180605_2258",873
"20180605_2259",803
"20180605_2300",800
"20180605_2301",754
"20180605_2302",786
"20180605_2303",738
"20180605_2304",812
"20180605_2305",790
"20180605_2306",756
"20180605_2307",717
"20180605_2308",763
"20180605_2309",802
"20180605_2310",719
"20180605_2311",698
"20180605_2312",698
"20180605_2313",716
"20180605_2314",688
"20180605_2315",676
"20180605_2316",703
"20180605_2317",678
"20180605_2318",670
"20180605_2319",693
"20180605_2320",672
"20180605_2321",577
"20180605_2322",685
"20180605_2323",630
"20180605_2324",671
"20180605_2325",681
"20180605_2326",652
"20180605_2327",655
"20180605_2328",647
"20180605_2329",668
"20180605_2330",592
"20180605_2331",618
"20180605_2332",576
"20180605_2333",582
"20180605_2334",638
"20180605_2335",552
"20180605_2336",546
"20180605_2337",536
"20180605_2338",515
"20180605_2339",493
"20180605_2340",530
"20180605_2341",476
"20180605_2342",488
"20180605_2343",484
"20180605_2344",513
"20180605_2345",464
"20180605_2346",516
"20180605_2347",466
"20180605_2348",413
"20180605_2349",463
"20180605_2350",494
"20180605_2351",453
"20180605_2352",432
"20180605_2353",445
"20180605_2354",384
"20180605_2355",393
"20180605_2356",407
"20180605_2357",423
"20180605_2358",406
"20180605_2359",404
"20180606_0000",291
"20180606_0001",361
"20180606_0002",293
"20180606_0003",351
"20180606_0004",347
"20180606_0005",302
"20180606_0006",397
"20180606_0007",350
"20180606_0008",351
"20180606_0009",312
"20180606_0010",328
"20180606_0011",309
"20180606_0012",320
"20180606_0013",285
"20180606_0014",294
"20180606_0015",300
"20180606_0016",265
"20180606_0017",281
"20180606_0018",278
"20180606_0019",283
"20180606_0020",253
"20180606_0021",240
"20180606_0022",250
"20180606_0023",225
"20180606_0024",234
"20180606_0025",252
"20180606_0026",228
"20180606_0027",211
"20180606_0028",222
"20180606_0029",238
"20180606_0030",237
"20180606_0031",238
"20180606_0032",222
"20180606_0033",226
"20180606_0034",199
"20180606_0035",212
"20180606_0036",194
"20180606_0037",231
"20180606_0038",231
"20180606_0039",208
"20180606_0040",201
"20180606_0041",195
"20180606_0042",222
"20180606_0043",198
"20180606_0044",208
"20180606_0045",196
"20180606_0046",184
"20180606_0047",191
"20180606_0048",172
"20180606_0049",178
"20180606_0050",198
"20180606_0051",168
"20180606_0052",192
"20180606_0053",175
"20180606_0054",143
"20180606_0055",178
"20180606_0056",152
"20180606_0057",171
"20180606_0058",159
"20180606_0059",131
"20180606_0100",168
"20180606_0101",173
"20180606_0102",160
"20180606_0103",151
"20180606_0104",158
"20180606_0105",140
"20180606_0106",127
"20180606_0107",147
"20180606_0108",148
"20180606_0109",136
"20180606_0110",131
"20180606_0111",135
"20180606_0112",142
"20180606_0113",126
"20180606_0114",143
"20180606_0115",145
"20180606_0116",146
"20180606_0117",151
"20180606_0118",133
"20180606_0119",122
"20180606_0120",100
"20180606_0121",121
"20180606_0122",101
"20180606_0123",138
"20180606_0124",98
"20180606_0125",116
"20180606_0126",111
"20180606_0127",121
"20180606_0128",118
"20180606_0129",104
"20180606_0130",106
"20180606_0131",113
"20180606_0132",207
"20180606_0133",192
"20180606_0134",227
"20180606_0135",251
"20180606_0136",195
"20180606_0137",202
"20180606_0138",139
"20180606_0139",173
"20180606_0140",236
"20180606_0141",260
"20180606_0142",242
"20180606_0143",240
"20180606_0144",279
"20180606_0145",131
"20180606_0146",214
"20180606_0147",189
"20180606_0148",147
"20180606_0149",196
"20180606_0150",189
"20180606_0151",144
"20180606_0152",203
"20180606_0153",199
"20180606_0154",145
"20180606_0155",154
"20180606_0156",119
"20180606_0157",71
"20180606_0158",87
"20180606_0159",92
"20180606_0200",99
"20180606_0201",101
"20180606_0202",86
"20180606_0203",102
"20180606_0204",100
"20180606_0205",104
"20180606_0206",90
"20180606_0207",101
"20180606_0208",88
"20180606_0209",82
"20180606_0210",79
"20180606_0211",80
"20180606_0212",74
"20180606_0213",71
"20180606_0214",70
"20180606_0215",67
"20180606_0216",71
"20180606_0217",72
"20180606_0218",60
"20180606_0219",75
"20180606_0220",76
"20180606_0221",75
"20180606_0222",69
"20180606_0223",64
"20180606_0224",68
"20180606_0225",53
"20180606_0226",59
"20180606_0227",65
"20180606_0228",66
"20180606_0229",63
"20180606_0230",65
"20180606_0231",60
"20180606_0232",474
"20180606_0233",345
"20180606_0234",127
"20180606_0235",60
"20180606_0236",55
"20180606_0237",61
"20180606_0238",53
"20180606_0239",52
"20180606_0240",46
"20180606_0241",71
"20180606_0242",55
"20180606_0243",76
"20180606_0244",57
"20180606_0245",42
"20180606_0246",61
"20180606_0247",60
"20180606_0248",41
"20180606_0249",42
"20180606_0250",47
"20180606_0251",53
"20180606_0252",51
"20180606_0253",45
"20180606_0254",36
"20180606_0255",55
"20180606_0256",38
"20180606_0257",49
"20180606_0258",47
"20180606_0259",45
"20180606_0300",113
"20180606_0301",104
"20180606_0302",63
"20180606_0303",65
"20180606_0304",66
"20180606_0305",75
"20180606_0306",64
"20180606_0307",65
"20180606_0308",62
"20180606_0309",44
"20180606_0310",46
"20180606_0311",50
"20180606_0312",48
"20180606_0313",137
"20180606_0314",244
"20180606_0315",177
"20180606_0316",192
"20180606_0317",245
"20180606_0318",84
"20180606_0319",42
"20180606_0320",45
"20180606_0321",42
"20180606_0322",52
"20180606_0323",38
"20180606_0324",33
"20180606_0325",45
"20180606_0326",56
"20180606_0327",32
"20180606_0328",45
"20180606_0329",49
"20180606_0330",36
"20180606_0331",38
"20180606_0332",59
"20180606_0333",72
"20180606_0334",70
"20180606_0335",71
"20180606_0336",61
"20180606_0337",66
"20180606_0338",43
"20180606_0339",62
"20180606_0340",86
"20180606_0341",159
"20180606_0342",69
"20180606_0343",80
"20180606_0344",216
"20180606_0345",31
"20180606_0346",161
"20180606_0347",142
"20180606_0348",195
"20180606_0349",226
"20180606_0350",285
"20180606_0351",206
"20180606_0352",268
"20180606_0353",196
"20180606_0354",133
"20180606_0355",182
"20180606_0356",172
"20180606_0357",141
"20180606_0358",183
"20180606_0359",178
"20180606_0400",48
"20180606_0401",59
"20180606_0402",53
"20180606_0403",48
"20180606_0404",53
"20180606_0405",48
"20180606_0406",40
"20180606_0407",41
"20180606_0408",29
"20180606_0409",38
"20180606_0410",30
"20180606_0411",33
"20180606_0412",31
"20180606_0413",31
"20180606_0414",41
"20180606_0415",37
"20180606_0416",25
"20180606_0417",34
"20180606_0418",28
"20180606_0419",34
"20180606_0420",36
"20180606_0421",29
"20180606_0422",31
"20180606_0423",32
"20180606_0424",46
"20180606_0425",38
"20180606_0426",42
"20180606_0427",31
"20180606_0428",23
"20180606_0429",49
"20180606_0430",217
"20180606_0431",265
"20180606_0432",135
"20180606_0433",344
"20180606_0434",280
"20180606_0435",28
"20180606_0436",31
"20180606_0437",38
"20180606_0438",35
"20180606_0439",35
"20180606_0440",38
"20180606_0441",23
"20180606_0442",35
"20180606_0443",34
"20180606_0444",39
"20180606_0445",44
"20180606_0446",38
"20180606_0447",47
"20180606_0448",28
"20180606_0449",41
"20180606_0450",36
"20180606_0451",49
"20180606_0452",36
"20180606_0453",51
"20180606_0454",33
"20180606_0455",46
"20180606_0456",47
"20180606_0457",38
"20180606_0458",46
"20180606_0459",45
"20180606_0500",54
"20180606_0501",70
"20180606_0502",57
"20180606_0503",58
"20180606_0504",73
"20180606_0505",66
"20180606_0506",67
"20180606_0507",60
"20180606_0508",52
"20180606_0509",58
"20180606_0510",38
"20180606_0511",39
"20180606_0512",45
"20180606_0513",48
"20180606_0514",48
"20180606_0515",57
"20180606_0516",50
"20180606_0517",45
"20180606_0518",54
"20180606_0519",40
"20180606_0520",56
"20180606_0521",55
"20180606_0522",51
"20180606_0523",51
"20180606_0524",55
"20180606_0525",50
"20180606_0526",70
"20180606_0527",67
"20180606_0528",59
"20180606_0529",64
"20180606_0530",77
"20180606_0531",98
"20180606_0532",617
"20180606_0533",620
"20180606_0534",529
"20180606_0535",698
"20180606_0536",664
"20180606_0537",662
"20180606_0538",714
"20180606_0539",684
"20180606_0540",698
"20180606_0541",644
"20180606_0542",762
"20180606_0543",631
"20180606_0544",607
"20180606_0545",407
"20180606_0546",401
"20180606_0547",243
"20180606_0548",93
"20180606_0549",91
"20180606_0550",106
"20180606_0551",119
"20180606_0552",117
"20180606_0553",100
"20180606_0554",108
"20180606_0555",106
"20180606_0556",116
"20180606_0557",105
"20180606_0558",101
"20180606_0559",113
"20180606_0600",145
"20180606_0601",167
"20180606_0602",138
"20180606_0603",145
"20180606_0604",148
"20180606_0605",174
"20180606_0606",172
"20180606_0607",184
"20180606_0608",182
"20180606_0609",195
"20180606_0610",192
"20180606_0611",171
"20180606_0612",217
"20180606_0613",213
"20180606_0614",208
"20180606_0615",217
"20180606_0616",210
"20180606_0617",204
"20180606_0618",225
"20180606_0619",204
"20180606_0620",238
"20180606_0621",215
"20180606_0622",253
"20180606_0623",241
"20180606_0624",278
"20180606_0625",258
"20180606_0626",273
"20180606_0627",259
"20180606_0628",282
"20180606_0629",309
"20180606_0630",269
"20180606_0631",402
"20180606_0632",700
"20180606_0633",787
"20180606_0634",703
"20180606_0635",318
"20180606_0636",355
"20180606_0637",362
"20180606_0638",356
"20180606_0639",363
"20180606_0640",373
"20180606_0641",383
"20180606_0642",389
"20180606_0643",361
"20180606_0644",375
"20180606_0645",375
"20180606_0646",403
"20180606_0647",433
"20180606_0648",461
"20180606_0649",449
"20180606_0650",451
"20180606_0651",457
"20180606_0652",475
"20180606_0653",512
"20180606_0654",486
"20180606_0655",484
"20180606_0656",514
"20180606_0657",475
"20180606_0658",488
"20180606_0659",546
"20180606_0700",509
"20180606_0701",608
"20180606_0702",576
"20180606_0703",596
"20180606_0704",602
"20180606_0705",580
"20180606_0706",650
"20180606_0707",626
"20180606_0708",634
"20180606_0709",635
"20180606_0710",696
"20180606_0711",707
"20180606_0712",710
"20180606_0713",701
"20180606_0714",674
"20180606_0715",681
"20180606_0716",721
"20180606_0717",705
"20180606_0718",755
"20180606_0719",743
"20180606_0720",724
"20180606_0721",815
"20180606_0722",763
"20180606_0723",775
"20180606_0724",769
"20180606_0725",805
"20180606_0726",827
"20180606_0727",838
"20180606_0728",814
"20180606_0729",833
"20180606_0730",855
"20180606_0731",819
"20180606_0732",875
"20180606_0733",830
"20180606_0734",904
"20180606_0735",900
"20180606_0736",863
"20180606_0737",884
"20180606_0738",942
"20180606_0739",897
"20180606_0740",974
"20180606_0741",957
"20180606_0742",1020
"20180606_0743",999
"20180606_0744",998
"20180606_0745",1017
"20180606_0746",1045
"20180606_0747",1035
"20180606_0748",1065
"20180606_0749",1052
"20180606_0750",1077
"20180606_0751",1002
"20180606_0752",1116
"20180606_0753",1027
"20180606_0754",1136
"20180606_0755",1132
"20180606_0756",1149
"20180606_0757",1027
"20180606_0758",1082
"20180606_0759",1111
"20180606_0800",1156
"20180606_0801",1253
"20180606_0802",1135
"20180606_0803",1167
"20180606_0804",1275
"20180606_0805",1271
"20180606_0806",1248
"20180606_0807",1232
"20180606_0808",1205
"20180606_0809",1285
"20180606_0810",1210
"20180606_0811",1317
"20180606_0812",1332
"20180606_0813",1273
"20180606_0814",1263
"20180606_0815",1295
"20180606_0816",1285
"20180606_0817",1340
"20180606_0818",1335
"20180606_0819",1324
"20180606_0820",1389
"20180606_0821",1398
"20180606_0822",1373
"20180606_0823",1377
"20180606_0824",1411
"20180606_0825",1381
"20180606_0826",1406
"20180606_0827",1419
"20180606_0828",1372
"20180606_0829",1456
"20180606_0830",1533
"20180606_0831",1486
"20180606_0832",1464
"20180606_0833",1476
"20180606_0834",1525
"20180606_0835",1415
"20180606_0836",1546
"20180606_0837",1541
"20180606_0838",1585
"20180606_0839",1515
"20180606_0840",1531
"20180606_0841",1592
"20180606_0842",1620
"20180606_0843",1580
"20180606_0844",1632
"20180606_0845",1642
"20180606_0846",1600
"20180606_0847",1641
"20180606_0848",1625
"20180606_0849",1569
"20180606_0850",1737
"20180606_0851",1683
"20180606_0852",1739
"20180606_0853",1695
"20180606_0854",1722
"20180606_0855",1761
"20180606_0856",1726
"20180606_0857",1731
"20180606_0858",1815
"20180606_0859",1820
"20180606_0900",1777
"20180606_0901",1771
"20180606_0902",1878
"20180606_0903",1921
"20180606_0904",1915
"20180606_0905",1954
"20180606_0906",2011
"20180606_0907",1936
"20180606_0908",1959
"20180606_0909",1903
"20180606_0910",2062
"20180606_0911",2009
"20180606_0912",2003
"20180606_0913",2049
"20180606_0914",2039
"20180606_0915",1955
"20180606_0916",2088
"20180606_0917",2122
"20180606_0918",2126
"20180606_0919",2014
"20180606_0920",2075
"20180606_0921",2159
"20180606_0922",2097
"20180606_0923",2159
"20180606_0924",2174
"20180606_0925",2194
"20180606_0926",2215
"20180606_0927",2147
"20180606_0928",2177
"20180606_0929",2207
"20180606_0930",2216
"20180606_0931",2326
"20180606_0932",2266
"20180606_0933",2305
"20180606_0934",2350
"20180606_0935",2329
"20180606_0936",2271
"20180606_0937",2328
"20180606_0938",2418
"20180606_0939",2411
"20180606_0940",2327
"20180606_0941",2408
"20180606_0942",2488
"20180606_0943",2455
"20180606_0944",2476
"20180606_0945",2391
"20180606_0946",2459
"20180606_0947",2441
"20180606_0948",2446
"20180606_0949",2488
"20180606_0950",2434
"20180606_0951",2433
"20180606_0952",2476
"20180606_0953",2518
"20180606_0954",2505
"20180606_0955",2559
"20180606_0956",2678
"20180606_0957",2550
"20180606_0958",2532
"20180606_0959",2614
"20180606_1000",2618
"20180606_1001",2613
"20180606_1002",2555
"20180606_1003",2703
"20180606_1004",2652
"20180606_1005",2586
"20180606_1006",2527
"20180606_1007",2682
"20180606_1008",2650
"20180606_1009",2659
"20180606_1010",2609
"20180606_1011",2675
"20180606_1012",2672
"20180606_1013",2710
"20180606_1014",2681
"20180606_1015",2759
"20180606_1016",2639
"20180606_1017",2624
"20180606_1018",2637
"20180606_1019",2687
"20180606_1020",2754
"20180606_1021",2704
"20180606_1022",2655
"20180606_1023",2633
"20180606_1024",2628
"20180606_1025",2667
"20180606_1026",2769
"20180606_1027",2747
"20180606_1028",2691
"20180606_1029",2753
"20180606_1030",2728
"20180606_1031",2748
"20180606_1032",2639
"20180606_1033",2711
"20180606_1034",2840
"20180606_1035",2830
"20180606_1036",2686
"20180606_1037",2774
"20180606_1038",2744
"20180606_1039",2817
"20180606_1040",2768
"20180606_1041",2795
"20180606_1042",2868
"20180606_1043",2813
"20180606_1044",2835
"20180606_1045",2854
"20180606_1046",2793
"20180606_1047",2843
"20180606_1048",2902
"20180606_1049",2872
"20180606_1050",2800
"20180606_1051",2940
"20180606_1052",2828
"20180606_1053",2900
"20180606_1054",2925
"20180606_1055",2808
"20180606_1056",2948
"20180606_1057",2893
"20180606_1058",2933
"20180606_1059",2865
"20180606_1100",2955
"20180606_1101",2867
"20180606_1102",2961
"20180606_1103",3008
"20180606_1104",3134
"20180606_1105",3171
"20180606_1106",3043
"20180606_1107",3009
"20180606_1108",3059
"20180606_1109",3092
"20180606_1110",3029
"20180606_1111",3022
"20180606_1112",2982
"20180606_1113",3126
"20180606_1114",3204
"20180606_1115",3049
"20180606_1116",3081
"20180606_1117",3068
"20180606_1118",3000
"20180606_1119",3166
"20180606_1120",3036
"20180606_1121",3140
"20180606_1122",3128
"20180606_1123",3270
"20180606_1124",3158
"20180606_1125",3163
"20180606_1126",3179
"20180606_1127",3513
"20180606_1128",3479
"20180606_1129",3377
"20180606_1130",3534
"20180606_1131",3545
"20180606_1132",3483
"20180606_1133",3546
"20180606_1134",3585
"20180606_1135",3605
"20180606_1136",3433
"20180606_1137",3859
"20180606_1138",3855
"20180606_1139",3791
"20180606_1140",3747
"20180606_1141",3604
"20180606_1142",3807
"20180606_1143",3790
"20180606_1144",3630
"20180606_1145",3758
"20180606_1146",3852
"20180606_1147",3623
"20180606_1148",3729
"20180606_1149",3749
"20180606_1150",3687
"20180606_1151",3791
"20180606_1152",3741
"20180606_1153",3978
"20180606_1154",3852
"20180606_1155",3865
"20180606_1156",3928
"20180606_1157",3927
"20180606_1158",3992
"20180606_1159",4042
"20180606_1200",3623
"20180606_1201",4446
"20180606_1202",4127
"20180606_1203",4160
"20180606_1204",4149
"20180606_1205",4182
"20180606_1206",4259
"20180606_1207",4319
"20180606_1208",4190
"20180606_1209",4394
"20180606_1210",4273
"20180606_1211",4298
"20180606_1212",4254
"20180606_1213",4334
"20180606_1214",4288
"20180606_1215",4396
"20180606_1216",4280
"20180606_1217",4315
"20180606_1218",4316
"20180606_1219",4359
"20180606_1220",4262
"20180606_1221",4386
"20180606_1222",4528
"20180606_1223",4424
"20180606_1224",4424
"20180606_1225",4480
"20180606_1226",4452
"20180606_1227",4422
"20180606_1228",4443
"20180606_1229",4438
"20180606_1230",4466
"20180606_1231",4663
"20180606_1232",4596
"20180606_1233",4336
"20180606_1234",4222
"20180606_1235",4235
"20180606_1236",4015
"20180606_1237",4013
"20180606_1238",3970
"20180606_1239",3971
"20180606_1240",4052
"20180606_1241",4028
"20180606_1242",4025
"20180606_1243",4100
"20180606_1244",4139
"20180606_1245",4190
"20180606_1246",4477
"20180606_1247",4294
"20180606_1248",4297
"20180606_1249",4376
"20180606_1250",4202
"20180606_1251",4174
"20180606_1252",4274
"20180606_1253",4167
"20180606_1254",4322
"20180606_1255",4227
"20180606_1256",4161
"20180606_1257",4126
"20180606_1258",4141
"20180606_1259",4167
"20180606_1300",4056
"20180606_1301",3972
"20180606_1302",4054
"20180606_1303",3956
"20180606_1304",4017
"20180606_1305",3952
"20180606_1306",3972
"20180606_1307",3938
"20180606_1308",3947
"20180606_1309",3939
"20180606_1310",3914
"20180606_1311",4035
"20180606_1312",3826
"20180606_1313",3765
"20180606_1314",4365
"20180606_1315",4146
"20180606_1316",3839
"20180606_1317",3554
"20180606_1318",3634
"20180606_1319",4027
"20180606_1320",4344
"20180606_1321",4259
"20180606_1322",4212
"20180606_1323",4078
"20180606_1324",4007
"20180606_1325",3865
"20180606_1326",4153
"20180606_1327",3997
"20180606_1328",3937
"20180606_1329",3886
"20180606_1330",3854
"20180606_1331",3933
"20180606_1332",3800
"20180606_1333",3864
"20180606_1334",3876
"20180606_1335",3879
"20180606_1336",3875
"20180606_1337",3908
"20180606_1338",3822
"20180606_1339",3804
"20180606_1340",3682
"20180606_1341",3791
"20180606_1342",3723
"20180606_1343",3663
"20180606_1344",3590
"20180606_1345",3691
"20180606_1346",3702
"20180606_1347",3577
"20180606_1348",3635
"20180606_1349",3666
"20180606_1350",3640
"20180606_1351",3690
"20180606_1352",3599
"20180606_1353",3591
"20180606_1354",3534
"20180606_1355",3538
"20180606_1356",3440
"20180606_1357",3400
"20180606_1358",3452
"20180606_1359",3484
"20180606_1400",3450
"20180606_1401",3442
"20180606_1402",3464
"20180606_1403",3439
"20180606_1404",3273
"20180606_1405",3383
"20180606_1406",3348
"20180606_1407",3402
"20180606_1408",3338
"20180606_1409",3338
"20180606_1410",3389
"20180606_1411",3301
"20180606_1412",3202
"20180606_1413",3326
"20180606_1414",3270
"20180606_1415",3259
"20180606_1416",3155
"20180606_1417",3189
"20180606_1418",3111
"20180606_1419",3255
"20180606_1420",3102
"20180606_1421",3149
"20180606_1422",3155
"20180606_1423",3211
"20180606_1424",3171
"20180606_1425",3165
"20180606_1426",3163
"20180606_1427",3147
"20180606_1428",3249
"20180606_1429",3127
"20180606_1430",3172
"20180606_1431",3124
"20180606_1432",3208
"20180606_1433",3163
"20180606_1434",3102
"20180606_1435",3237
"20180606_1436",3062
"20180606_1437",3020
"20180606_1438",3091
"20180606_1439",3162
"20180606_1440",3020
"20180606_1441",3091
"20180606_1442",3047
"20180606_1443",3130
"20180606_1444",3084
"20180606_1445",3180
"20180606_1446",3098
"20180606_1447",3204
"20180606_1448",3131
"20180606_1449",3167
"20180606_1450",3098
"20180606_1451",3046
"20180606_1452",3109
"20180606_1453",3057
"20180606_1454",3207
"20180606_1455",3255
"20180606_1456",3222
"20180606_1457",3193
"20180606_1458",3116
"20180606_1459",3231
"20180606_1500",3202
"20180606_1501",3211
"20180606_1502",3273
"20180606_1503",3285
"20180606_1504",3210
"20180606_1505",3301
"20180606_1506",3235
"20180606_1507",3317
"20180606_1508",3252
"20180606_1509",3295
"20180606_1510",3186
"20180606_1511",3226
"20180606_1512",3321
"20180606_1513",3278
"20180606_1514",3227
"20180606_1515",3231
"20180606_1516",3260
"20180606_1517",3246
"20180606_1518",3164
"20180606_1519",3196
"20180606_1520",3233
"20180606_1521",3266
"20180606_1522",3201
"20180606_1523",3293
"20180606_1524",3232
"20180606_1525",3309
"20180606_1526",3270
"20180606_1527",3293
"20180606_1528",3288
"20180606_1529",3352
"20180606_1530",3059
"20180606_1531",3425
"20180606_1532",3379
"20180606_1533",3231
"20180606_1534",3388
"20180606_1535",3420
"20180606_1536",3249
"20180606_1537",3428
"20180606_1538",3340
"20180606_1539",3217
"20180606_1540",3390
"20180606_1541",3337
"20180606_1542",3302
"20180606_1543",3371
"20180606_1544",3401
"20180606_1545",3407
"20180606_1546",3344
"20180606_1547",3493
"20180606_1548",3419
"20180606_1549",3354
"20180606_1550",3445
"20180606_1551",3407
"20180606_1552",3386
"20180606_1553",3445
"20180606_1554",2959
"20180606_1555",3179
"20180606_1556",3748
"20180606_1557",3299
"20180606_1558",3203
"20180606_1559",3414
"20180606_1600",3887
"20180606_1601",3490
"20180606_1602",3660
"20180606_1603",3563
"20180606_1604",3527
"20180606_1605",3567
"20180606_1606",3537
"20180606_1607",3547
"20180606_1608",3665
"20180606_1609",3532
"20180606_1610",3574
"20180606_1611",3603
"20180606_1612",3496
"20180606_1613",3507
"20180606_1614",3664
"20180606_1615",3552
"20180606_1616",3658
"20180606_1617",3521
"20180606_1618",3445
"20180606_1619",3352
"20180606_1620",3641
"20180606_1621",3643
"20180606_1622",3560
"20180606_1623",3595
"20180606_1624",3535
"20180606_1625",3621
"20180606_1626",3612
"20180606_1627",3622
"20180606_1628",3504
"20180606_1629",3607
"20180606_1630",3699
"20180606_1631",3631
"20180606_1632",3527
"20180606_1633",3706
"20180606_1634",3548
"20180606_1635",3723
"20180606_1636",3540
"20180606_1637",3687
"20180606_1638",3628
"20180606_1639",3841
"20180606_1640",3687
"20180606_1641",3675
"20180606_1642",3681
"20180606_1643",3708
"20180606_1644",3605
"20180606_1645",3813
"20180606_1646",3721
"20180606_1647",3693
"20180606_1648",3687
"20180606_1649",3680
"20180606_1650",3716
"20180606_1651",3737
"20180606_1652",3722
"20180606_1653",3824
"20180606_1654",3656
"20180606_1655",3703
"20180606_1656",3872
"20180606_1657",3666
"20180606_1658",3843
"20180606_1659",3766
"20180606_1700",3796
"20180606_1701",3898
"20180606_1702",3887
"20180606_1703",3853
"20180606_1704",3952
"20180606_1705",3906
"20180606_1706",3944
"20180606_1707",4034
"20180606_1708",4082
"20180606_1709",3971
"20180606_1710",3963
"20180606_1711",3943
"20180606_1712",4020
"20180606_1713",3953
"20180606_1714",4005
"20180606_1715",3960
"20180606_1716",4097
"20180606_1717",4018
"20180606_1718",3984
"20180606_1719",4024
"20180606_1720",4046
"20180606_1721",4094
"20180606_1722",4049
"20180606_1723",4115
"20180606_1724",4040
"20180606_1725",4200
"20180606_1726",4126
"20180606_1727",4111
"20180606_1728",4096
"20180606_1729",4055
"20180606_1730",3980
"20180606_1731",4161
"20180606_1732",4066
"20180606_1733",4068
"20180606_1734",4233
"20180606_1735",3822
"20180606_1736",4151
"20180606_1737",4090
"20180606_1738",4120
"20180606_1739",4196
"20180606_1740",4154
"20180606_1741",4101
"20180606_1742",4101
"20180606_1743",4231
"20180606_1744",3977
"20180606_1745",4046
"20180606_1746",4252
"20180606_1747",4018
"20180606_1748",4169
"20180606_1749",4050
"20180606_1750",3915
"20180606_1751",4113
"20180606_1752",4162
"20180606_1753",4084
"20180606_1754",3992
"20180606_1755",4005
"20180606_1756",3888
"20180606_1757",3957
"20180606_1758",4125
"20180606_1759",3934
"20180606_1800",4033
"20180606_1801",3970
"20180606_1802",3985
"20180606_1803",3963
"20180606_1804",4022
"20180606_1805",3987
"20180606_1806",4032
"20180606_1807",3919
"20180606_1808",3707
"20180606_1809",3845
"20180606_1810",3913
"20180606_1811",3873
"20180606_1812",3836
"20180606_1813",3768
"20180606_1814",3739
"20180606_1815",3778
"20180606_1816",3777
"20180606_1817",3647
"20180606_1818",3865
"20180606_1819",3657
"20180606_1820",3713
"20180606_1821",3776
"20180606_1822",3679
"20180606_1823",3853
"20180606_1824",3668
"20180606_1825",3719
"20180606_1826",3671
"20180606_1827",3585
"20180606_1828",3681
"20180606_1829",3684
"20180606_1830",3834
"20180606_1831",3747
"20180606_1832",3600
"20180606_1833",3686
"20180606_1834",3778
"20180606_1835",3585
"20180606_1836",3555
"20180606_1837",3693
"20180606_1838",3574
"20180606_1839",3651
"20180606_1840",3781
"20180606_1841",3533
"20180606_1842",3687
"20180606_1843",3651
"20180606_1844",3631
"20180606_1845",3507
"20180606_1846",3690
"20180606_1847",3594
"20180606_1848",3698
"20180606_1849",3576
"20180606_1850",3644
"20180606_1851",3560
"20180606_1852",3679
"20180606_1853",3635
"20180606_1854",3666
"20180606_1855",3590
"20180606_1856",3498
"20180606_1857",3495
"20180606_1858",3510
"20180606_1859",3497
"20180606_1900",3589
"20180606_1901",3556
"20180606_1902",3586
"20180606_1903",3496
"20180606_1904",3457
"20180606_1905",3462
"20180606_1906",3410
"20180606_1907",3345
"20180606_1908",3413
"20180606_1909",3350
"20180606_1910",3342
"20180606_1911",3263
"20180606_1912",3270
"20180606_1913",3281
"20180606_1914",3485
"20180606_1915",3243
"20180606_1916",3205
"20180606_1917",3223
"20180606_1918",3246
"20180606_1919",3162
"20180606_1920",3239
"20180606_1921",3178
"20180606_1922",3079
"20180606_1923",3122
"20180606_1924",3145
"20180606_1925",3059
"20180606_1926",3046
"20180606_1927",3127
"20180606_1928",3121
"20180606_1929",3049
"20180606_1930",3189
"20180606_1931",2972
"20180606_1932",3041
"20180606_1933",3069
"20180606_1934",3018
"20180606_1935",2957
"20180606_1936",2926
"20180606_1937",2925
"20180606_1938",2998
"20180606_1939",2982
"20180606_1940",2999
"20180606_1941",2916
"20180606_1942",2860
"20180606_1943",2935
"20180606_1944",2849
"20180606_1945",2892
"20180606_1946",2853
"20180606_1947",2983
"20180606_1948",2881
"20180606_1949",2914
"20180606_1950",2922
"20180606_1951",2831
"20180606_1952",2954
"20180606_1953",2780
